"x"	"y"
0.047478781780228	-0.314658779078002
0.199979590252042	0.281878100475046
0.22885131649673	0.552191291855264
0.568517056526616	-0.16532634651166
0.795230014482513	0.842762068330934
0.905481041409075	0.938538963940505
0.933613948291168	0.631353254417152
1.00624018814415	0.680836610869376
1.09399770502932	0.719133105004877
1.16112955263816	0.650242250112064
1.16275253007188	0.774741018479958
1.29404909326695	0.662433339441592
1.32593335933052	0.737294385580773
1.3341039000079	0.991456524207622
1.41366791795008	1.27552892683813
1.43111642333679	0.95717496443343
1.46157920127735	0.840738884242296
1.51346685364842	0.724998490807364
1.52336101513356	0.747723652465191
1.58306227414869	1.72467532775773
2.28045741212554	0.79880921450495
2.5365343503654	0.421604260809265
2.57125570671633	0.407751332290906
2.62848773389123	0.628761523303367
2.72487417794764	0.19664586529512
3.04637366440147	-0.339386305015038
3.1114970240742	0.202517802820956
3.11689720838331	-0.282403781754142
3.20155302644707	-0.0644659407063686
3.33041879115626	-0.468490607591256
3.46795645891689	0.0100883642463405
3.79835317726247	-0.753232401892777
4.03676170157269	-0.993146823969668
4.05299276229925	-0.940739694523181
4.15672523435205	-1.33827853727864
4.18647814076394	-1.21515283670242
4.30457691778429	-1.57200265390196
4.57329083001241	-1.39263939804406
4.61716742138378	-1.0837580094915
4.96075208764523	-1.10908535933592
